Company,Company Path,Country,Industry,Earnings,Employees,Marketcap,Net-Assets,Operating-Margin,Pe-Ratio,Ps-Ratio,Revenue,Total-Assets,Total-Debt,Total-Liabilities
Rayonier,https://companiesmarketcap.com/rayonier,USA,Real Estate,230000000,419,4770000000,1950000000,0.1686,57.7,4.53,1050000000,3640000000,1450000000,1680000000
Azrieli Group,https://companiesmarketcap.com/azrieli,Israel,Real Estate,1010000000,414,7920000000,6540000000,,19.7,9.93,800000000,15020000000,6310000000,8470000000
CBL Properties,https://companiesmarketcap.com/cbl-properties,USA,Real Estate,170000000,395,700000000,330000000,0.2147,-21.1,1.34,530000000,2400000000,1960000000,2070000000
Realty Income,https://companiesmarketcap.com/realty-income,USA,Real Estate,1680000000,391,44790000000,33100000000,0.2744,38.7,11,4070000000,57770000000,21980000000,24670000000
Grainger plc,https://companiesmarketcap.com/grainger,UK,Real Estate,33400000,372,2350000000,2350000000,,8.41,6.61,320000000,4530000000,1870000000,2180000000
First Capital REIT,https://companiesmarketcap.com/first-capital-reit,Canada,Real Estate,16030000,372,2330000000,3010000000,-0.0069,-12.2,4.64,510000000,6930000000,3080000000,3910000000
VGP NV,https://companiesmarketcap.com/vgp-nv,Belgium,Real Estate,-160000000,370,2900000000,2340000000,-1.9594,-14.2,23.9,94550000,5020000000,2400000000,2670000000
Allied Properties REIT,https://companiesmarketcap.com/allied-properties-reit,Canada,Real Estate,-420000000,362,1690000000,4630000000,-0.0861,20.4,4.06,420000000,8010000000,2800000000,3370000000
Wing Tai Properties,https://companiesmarketcap.com/wing-tai-properties,Hong Kong,Real Estate,-19490000,360,370000000,3400000000,-0.0371,6.57,1.16,520000000,4450000000,870000000,1050000000
MFA Financial,https://companiesmarketcap.com/mfa-financial,USA,Real Estate,80160000,349,1090000000,1890000000,-0.9979,-31,5.39,200000000,10770000000,5000000000,8870000000
Highwoods Properties,https://companiesmarketcap.com/highwoods-properties,USA,Real Estate,280000000,349,2640000000,2480000000,0.1977,19.5,3.26,830000000,6000000000,3210000000,3510000000
CA Immo,https://companiesmarketcap.com/ca-immo,Austria,Real Estate,-280000000,347,3200000000,3010000000,0.0941,-23.2,7.12,450000000,6870000000,2950000000,3860000000
edenor,https://companiesmarketcap.com/edenor,Argentina,Electricity,1100000000,4658,940000000,870000000,-0.0502,-7.73,0.6924,1480000000,2870000000,120000000,2000000000
Origin Energy,https://companiesmarketcap.com/origin-energy,Australia,Electricity,970000000,5630,10870000000,5890000000,-0.0608,-6.9,0.883,10830000000,12540000000,2150000000,6640000000
EVN Group,https://companiesmarketcap.com/evn-group,Austria,Electricity,770000000,7229,4810000000,7580000000,0.107,11.1,1.28,3800000000,12440000000,1470000000,4850000000
Copel,https://companiesmarketcap.com/copel,Brazil,Electricity,100000000,5980,5400000000,4660000000,0.0026,53.4,1.25,4350000000,11040000000,3050000000,6380000000
Celesc (Centrais Elétricas de Santa Catarina),https://companiesmarketcap.com/celesc,Brazil,Electricity,130000000,3816,500000000,630000000,,4.43,0.251,2030000000,2300000000,480000000,1660000000
Cemig,https://companiesmarketcap.com/cemig,Brazil,Electricity,1750000000,4969,5890000000,4840000000,0.1372,5.49,0.828,7120000000,11130000000,2480000000,6290000000
Centrais Electricas Brasileiras,https://companiesmarketcap.com/centrais-electricas-brasileiras,Brazil,Electricity,1810000000,9670,18550000000,22440000000,0.3304,29.1,2.45,7150000000,54890000000,14720000000,32440000000
Algonquin Power & Utilities,https://companiesmarketcap.com/algonquin-power-and-utilities,Canada,Electricity,250000000,3951,4210000000,6940000000,0.0578,-15.7,1.56,2690000000,18370000000,8510000000,11430000000
Canadian Utilities,https://companiesmarketcap.com/canadian-utilities,Canada,Electricity,1020000000,5035,4550000000,5400000000,0.207,13.9,1.62,2830000000,17490000000,7990000000,12080000000
ATCO,https://companiesmarketcap.com/atco,Canada,Electricity,1150000000,7580,3030000000,6410000000,0.185,9.92,0.8653,3530000000,19150000000,8430000000,12730000000
Hydro One,https://companiesmarketcap.com/hydro-one,Canada,Electricity,1370000000,6503,16550000000,8880000000,0.2355,21.9,2.85,5850000000,24810000000,11850000000,15920000000
Fortis,https://companiesmarketcap.com/fortis,Canada,Electricity,1540000000,9200,18690000000,17620000000,0.1665,16.6,2.18,8590000000,49790000000,22680000000,32160000000
Enel Américas,https://companiesmarketcap.com/enel-americas,Chile,Electricity,1450000000,15253,10090000000,17020000000,,,0.8811,11760000000,36850000000,6660000000,19830000000
Jinko Solar,https://companiesmarketcap.com/jinko-solar,China,Electricity,1140000000,46511,1180000000,4610000000,0.0362,2.1,0.0724,16420000000,17770000000,7510000000,13150000000
China Longyuan Power Group,https://companiesmarketcap.com/china-longyuan-power-group,China,Electricity,1640000000,8842,15030000000,11590000000,,8.67,3.09,5310000000,31860000000,16470000000,20260000000
Huaneng Power,https://companiesmarketcap.com/huaneng-power,China,Electricity,1810000000,57069,18470000000,24240000000,0.011,-202,0.5094,35910000000,76550000000,40740000000,52310000000
LONGi Green Energy Technology,https://companiesmarketcap.com/longi-green-energy-tech,China,Electricity,2450000000,60601,19910000000,10020000000,0.128,8.73,1.03,19320000000,22960000000,2100000000,12940000000
China Yangtze Power,https://companiesmarketcap.com/china-yangtze-power,China,Electricity,4000000000,7750,86590000000,29060000000,0.4645,25.5,8.92,9700000000,80800000000,45810000000,51740000000
CATL,https://companiesmarketcap.com/catl,China,Electricity,8090000000,118914,1.1707E+11,31100000000,0.1308,18.8,2.07,56520000000,1.0145E+11,17700000000,70350000000
ČEZ Group,https://companiesmarketcap.com/cez-group,Czech Republic,Electricity,4180000000,30200,19900000000,10990000000,0.3207,6.41,1.23,15830000000,36970000000,7560000000,25970000000
Ørsted,https://companiesmarketcap.com/orsted,Denmark,Electricity,-2690000000,8906,24200000000,11520000000,0.112,-7.63,2.54,9360000000,41630000000,13030000000,30110000000
Vestas Wind Systems,https://companiesmarketcap.com/vestas-wind-systems,Denmark,Electricity,370000000,29986,25770000000,3360000000,,-31.1,1.56,16680000000,24890000000,3740000000,21520000000
Fortum,https://companiesmarketcap.com/fortum,Finland,Electricity,2050000000,5393,11730000000,9390000000,0.0509,-3.51,1.54,7610000000,20710000000,6530000000,11320000000
ENGIE,https://companiesmarketcap.com/engie,France,Electricity,7090000000,97000,40980000000,37750000000,-0.0011,167,0.4723,91280000000,2.0838E+11,43510000000,1.7062E+11
Siemens Energy,https://companiesmarketcap.com/siemens-energy,Germany,Electricity,-910000000,94000,14670000000,11070000000,-0.0663,-4.43,0.4296,34370000000,53640000000,4250000000,42560000000
Varta,https://companiesmarketcap.com/varta,Germany,Electricity,-310000000,4049,500000000,180000000,-0.2455,-1.59,0.6514,840000000,1210000000,89050000,1020000000
E.ON,https://companiesmarketcap.com/e-on,Germany,Electricity,69530000,63213,34610000000,22070000000,0.0084,59.6,0.3382,1.0188E+11,1.2549E+11,40390000000,1.0341E+11
MVV Energie,https://companiesmarketcap.com/mvv-energie,Germany,Electricity,480000000,6315,2210000000,2620000000,0.108,2.32,0.3004,7390000000,10960000000,1970000000,8330000000
EnBW Energie,https://companiesmarketcap.com/enbw-energie,Germany,Electricity,3070000000,26415,20280000000,15670000000,0.0697,8.84,0.4237,48280000000,66060000000,16040000000,50390000000
RWE,https://companiesmarketcap.com/rwe,Germany,Electricity,4290000000,19884,25710000000,36630000000,0.0176,8.78,0.806,31030000000,1.1773E+11,12980000000,81090000000
Uniper,https://companiesmarketcap.com/uniper,Germany,Electricity,8030000000,6754,22960000000,11530000000,0.0589,-0.0376,0.1985,1.1738E+11,60760000000,2140000000,49220000000
Public Power Corporation,https://companiesmarketcap.com/public-power-corporation,Greece,Electricity,140000000,12970,4720000000,5240000000,-0.0262,-26.3,0.7766,6340000000,20470000000,5240000000,15220000000
China Power International Development,https://companiesmarketcap.com/china-power-international-development,Hong Kong,Electricity,480000000,10829,5130000000,10270000000,,,0.8268,6330000000,30650000000,16800000000,20370000000
China Resources Power Holdings,https://companiesmarketcap.com/china-resources-power-holdings,Hong Kong,Electricity,1210000000,22340,12010000000,12920000000,,,0.7436,13240000000,39610000000,20340000000,26690000000
CLP Group,https://companiesmarketcap.com/clp-group,Hong Kong,Electricity,1360000000,7153,19820000000,14390000000,0.0158,154,1.87,11160000000,29330000000,7390000000,14940000000
Reliance Infrastructure,https://companiesmarketcap.com/reliance-infrastructure,India,Electricity,-130000000,4502,930000000,1740000000,0.0835,-1.74,0.4201,2570000000,7510000000,1300000000,5770000000
Amara Raja Batteries,https://companiesmarketcap.com/amara-raja-batteries,India,Electricity,130000000,9911,1240000000,680000000,0.0897,13.1,0.9467,1310000000,940000000,12990000,260000000
Exide Industries,https://companiesmarketcap.com/exide-industries,India,Electricity,150000000,5208,4050000000,1500000000,0.0803,38.7,2,1950000000,2050000000,89470000,540000000
NLC India,https://companiesmarketcap.com/nlc-india,India,Electricity,320000000,11246,3900000000,2290000000,0.1453,17,2.22,1800000000,6380000000,2620000000,4080000000
Torrent Power,https://companiesmarketcap.com/torrent-power,India,Electricity,420000000,7603,9090000000,1480000000,0.1486,34.9,2.84,3190000000,3850000000,1280000000,2360000000
NHPC Limited,https://companiesmarketcap.com/nhpc-limited,India,Electricity,530000000,5092,11090000000,5300000000,0.4879,23.5,9.59,1160000000,10810000000,3620000000,5500000000
Tata Power,https://companiesmarketcap.com/tata-power,India,Electricity,640000000,23025,16710000000,4310000000,0.1051,38.8,2.4,6890000000,15900000000,6320000000,11590000000
Powergrid Corporation of India,https://companiesmarketcap.com/powergrid-india,India,Electricity,3300000000,8536,30650000000,10460000000,0.6013,15.5,5.85,5400000000,29560000000,14430000000,19100000000
NTPC Limited,https://companiesmarketcap.com/ntpc-limited,India,Electricity,4570000000,15786,42070000000,19000000000,0.2037,19.8,1.99,21160000000,54690000000,26800000000,35680000000
Adaro Energy,https://companiesmarketcap.com/adaro-energy,Indonesia,Electricity,2960000000,13884,5260000000,7410000000,,2.07,0.7342,7170000000,10390000000,1660000000,2980000000
SolarEdge,https://companiesmarketcap.com/solaredge,Israel,Electricity,85290000,4926,3730000000,2410000000,0.102,16,1.35,2970000000,4580000000,730000000,2170000000
Iren,https://companiesmarketcap.com/iren,Italy,Electricity,510000000,10000,2400000000,3410000000,0.0615,9.62,0.3357,7160000000,11580000000,190000000,8170000000
A2A,https://companiesmarketcap.com/a2a,Italy,Electricity,540000000,13655,5620000000,4820000000,0.0329,20.5,0.3033,18240000000,19630000000,7420000000,14800000000
ACEA,https://companiesmarketcap.com/acea,Italy,Electricity,680000000,10482,3540000000,2930000000,0.1111,14.2,0.7305,4880000000,12490000000,6100000000,9560000000
Hera Group,https://companiesmarketcap.com/hera,Italy,Electricity,880000000,9415,4860000000,3780000000,0.0427,11.6,0.2997,16290000000,14830000000,73630000,11050000000
Terna,https://companiesmarketcap.com/terna,Italy,Electricity,1570000000,5601,15960000000,6710000000,0.466,17.2,4.72,3360000000,21680000000,10870000000,14970000000
Enel,https://companiesmarketcap.com/enel,Italy,Electricity,12670000000,65718,63470000000,51290000000,0.1015,24.5,0.5922,1.0503E+11,2.1178E+11,81740000000,1.6049E+11
Tohoku Electric Power,https://companiesmarketcap.com/tohoku-electric-power,Japan,Electricity,2090000000,24528,4130000000,5890000000,-0.0185,-32.4,0.1995,20720000000,37630000000,21670000000,31740000000
Chubu Electric Power,https://companiesmarketcap.com/chubu-electric-power,Japan,Electricity,3740000000,28367,10020000000,18780000000,0.0693,6.39,0.3653,27380000000,49170000000,19800000000,30380000000
KEPCO,https://companiesmarketcap.com/kepco,Japan,Electricity,4810000000,31628,13740000000,15720000000,0.0672,8.68,0.4661,29480000000,62120000000,28490000000,46390000000
Tenaga Nasional,https://companiesmarketcap.com/tenaga-nasional,Malaysia,Electricity,770000000,31130,14210000000,12840000000,0.0664,21,1,14820000000,43030000000,19720000000,30190000000
YTL Power International,https://companiesmarketcap.com/ytl-power-international,Malaysia,Electricity,1260000000,4352,6780000000,3890000000,,17.9,1.35,5060000000,13060000000,6930000000,9170000000
Equinor,https://companiesmarketcap.com/equinor,Norway,Electricity,37880000000,21936,82590000000,48500000000,0.5275,5.08,0.7735,1.0684E+11,1.4358E+11,31790000000,95080000000
Aboitiz Power,https://companiesmarketcap.com/aboitiz-power,Philippines,Electricity,780000000,3870,5020000000,3350000000,,8.48,1.31,3830000000,8510000000,4280000000,5150000000
PGE Polska,https://companiesmarketcap.com/pge-polska,Poland,Electricity,-1130000000,38356,3540000000,12960000000,0.0606,4.03,0.1593,23070000000,26020000000,3290000000,13060000000
Tauron Polska,https://companiesmarketcap.com/tauron-polska,Poland,Electricity,780000000,25605,1270000000,4260000000,0.019,4.88,0.1188,11380000000,11180000000,3660000000,6920000000
EDP Group,https://companiesmarketcap.com/edp-group,Portugal,Electricity,2030000000,13231,16290000000,18410000000,0.0998,13.7,0.8882,17570000000,62680000000,25020000000,44260000000
Electrica,https://companiesmarketcap.com/electrica,Romania,Electricity,170000000,7888,940000000,1220000000,,8.39,0.4769,2150000000,2670000000,830000000,1450000000
Korea Electric Power,https://companiesmarketcap.com/korea-electric-power,South Korea,Electricity,-11960000000,22481,10020000000,26760000000,-0.4749,-0.6433,0.1551,64480000000,1.777E+11,16950000000,1.5094E+11
LG Energy Solution,https://companiesmarketcap.com/lg-energy-solution,South Korea,Electricity,1820000000,10550,64380000000,12830000000,0.0708,61.9,2.48,26230000000,18200000000,2950000000,5360000000
Naturgy,https://companiesmarketcap.com/naturgy,Spain,Electricity,550000000,7090,21470000000,13180000000,0.0749,-75.7,1.15,18550000000,41890000000,17630000000,28700000000
Endesa,https://companiesmarketcap.com/endesa,Spain,Electricity,2930000000,9225,19470000000,7850000000,0.113,7.32,0.6595,29160000000,43410000000,14890000000,35560000000
Iberdrola,https://companiesmarketcap.com/iberdrola,Spain,Electricity,7620000000,42042,75320000000,66650000000,0.1225,-1.08,1.4,53570000000,1.6587E+11,68150000000,99210000000
BKW AG,https://companiesmarketcap.com/bkw-ag,Switzerland,Electricity,700000000,10795,8120000000,6000000000,0.1547,12.3,1.78,5270000000,13090000000,2530000000,7090000000
SSE,https://companiesmarketcap.com/sse,UK,Electricity,-260000000,12180,22680000000,13060000000,,6.08,1.57,15470000000,31830000000,10910000000,18760000000
National Grid,https://companiesmarketcap.com/national-grid,UK,Electricity,2750000000,29450,48390000000,35940000000,0.2433,,2.1,23040000000,1.1491E+11,54620000000,78970000000
Energizer Holdings,https://companiesmarketcap.com/energizer,USA,Electricity,120000000,5080,1970000000,170000000,-0.1095,-8.1,0.6793,2910000000,4420000000,3410000000,4250000000
Eversource Energy,https://companiesmarketcap.com/eversource-energy,USA,Electricity,580000000,10000,20610000000,14320000000,0.1518,17.5,1.74,11910000000,55610000000,26750000000,41280000000
Pinnacle West Capital,https://companiesmarketcap.com/pinnacle-west-capital,USA,Electricity,590000000,5861,8200000000,6280000000,0.1064,17.2,1.75,4690000000,24660000000,10300000000,18370000000
Pacific Gas and Electric,https://companiesmarketcap.com/pacific-gas-and-electric,USA,Electricity,690000000,26010,35470000000,25290000000,0.021,18.1,1.44,24420000000,1.2569E+11,57730000000,1.004E+11
NiSource,https://companiesmarketcap.com/nisource,USA,Electricity,810000000,7117,12130000000,10130000000,0.1444,16.8,2.22,5500000000,31070000000,14120000000,20940000000
PPL,https://companiesmarketcap.com/ppl,USA,Electricity,920000000,6527,19640000000,13930000000,0.1069,24.1,2.37,8310000000,39230000000,15600000000,25300000000
Avangrid,https://companiesmarketcap.com/avangrid,USA,Electricity,1060000000,7600,13830000000,20670000000,0.1061,25.9,1.66,8300000000,43980000000,12190000000,23310000000
CenterPoint Energy,https://companiesmarketcap.com/centerpoint-energy,USA,Electricity,1080000000,8986,17380000000,9660000000,0.1146,21.7,2.01,8690000000,39710000000,18610000000,30040000000
Evergy,https://companiesmarketcap.com/evergy,USA,Electricity,1270000000,4512,11820000000,9680000000,0.1374,15.6,2.15,5500000000,30970000000,13140000000,21290000000
AES,https://companiesmarketcap.com/aes,USA,Electricity,1420000000,9100,11970000000,5980000000,-0.0133,-21,0.9999,12660000000,44790000000,26870000000,38810000000
FirstEnergy,https://companiesmarketcap.com/firstenergy,USA,Electricity,1460000000,12335,21530000000,10910000000,0.1206,41.3,1.68,12870000000,48760000000,24910000000,37850000000
