element,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,CellType
a44,2.730701268,2.537565085,1.208992497,3.323019337,4.190470205,2.762566822,1.046875631,1.504334993,4.741302862,1.284539423,2.54326386,0.884970106,3.339078619,0.796521504,1.556317278,2.479491878,5.393014395,1.973236344,1.350051493,1.269019697,3.239216096,2.337865417,2.692615531,4.519994853,1.745447018,2.219917169,1.25502092,0.855009972,1.008665446,0.093508965,2.461550751,2.282819439,2.424343534,0.804963146,1.023820768,0.995412745,3.564230217,1.91909842,1.731137325,2.869310817,0.99830761,2.18077147,5.856962649,3.949814081,2.15683764,1.781117108,2.409369684,4.3203362,4.117160994,4.808583196,CD4 T
a45,2.000300941,0.16478387,5.587190182,0.853318213,2.836538401,0.169525601,1.703675852,1.286418173,4.815817469,2.176962469,1.690034719,2.354318476,0.045782581,0.978571126,1.112438635,2.625276824,0.691033363,1.936544367,1.566660868,1.025243366,1.08368322,1.555508437,0.236865303,2.896750637,0.847924929,1.35326176,4.699332575,2.931486276,0.578488412,0.03170687,2.427082874,1.396738491,1.945230933,2.86382262,3.183504238,1.186158611,1.535557249,2.227732812,2.334288835,1.931073767,4.356712638,2.315534857,2.83433208,2.053821586,0.686232491,0.975861846,0.554547129,3.431242253,0.365422159,1.486507483,CD8 T
a46,1.240462741,1.213903799,1.302429495,4.908852454,0.216457369,3.997097577,1.393521296,3.040902599,1.771827278,0.612634818,4.255372371,3.822935746,0.657867528,2.559703357,1.015218834,0.383242896,0.849834575,4.090113802,3.092478987,1.314929926,4.103070589,3.627161976,0.851042732,4.779932073,1.230355328,1.372568035,0.223698143,0.998839916,1.495609467,2.096266087,0.614691428,0.886299067,4.849497941,3.465576971,3.906938171,1.595511027,2.142147107,2.600119415,4.802686079,0.374258243,1.08650516,2.001246148,1.780325332,0.876402918,2.443024143,1.123184076,1.683283293,2.366034686,1.168063678,2.915881932,NK
a47,3.291918274,0.906127935,1.116486017,0.704578018,1.654703921,2.095219927,1.262044129,2.052457895,1.091919781,1.121847071,2.175154873,1.184589923,1.586496163,2.231638527,2.030587488,1.104957616,3.522535295,2.518150754,2.001431406,0.618224357,1.813478578,0.981805658,2.389326711,0.030297836,1.357152547,1.064079831,2.923433654,0.234240294,1.726088436,2.496382516,5.396246399,1.118867727,2.12161197,0.254137788,1.659498659,3.698042607,5.430706262,2.269342903,0.350014056,4.100692679,0.353605538,0.560627318,4.334895781,1.567697597,1.015221097,2.74117712,1.887895115,3.476057636,1.953700452,1.98715834,CD8 T
a48,3.392648038,1.551055904,0.763199712,2.852053371,1.317669762,2.071126389,0.189853272,1.501832902,1.077842624,0.181995698,1.539303277,1.580257567,2.18209222,3.656184494,3.265013025,1.14292451,1.918066692,2.413279271,1.170575877,0.391129276,1.411761781,3.760089866,0.37033385,0.691276265,0.838607109,0.69886656,2.749710666,0.978444014,2.80145379,1.724592033,0.276174343,1.192128904,3.331806028,1.874179019,1.268841393,3.790539246,0.627285306,1.009995536,3.120521106,2.710128179,0.57687132,2.35498156,0.964439072,0.169998607,1.289622472,5.659494232,3.371264351,1.606256298,0.344887241,0.177775176,CD4 T
a49,1.72873542,2.24486062,2.772203935,2.552751856,2.708090061,2.049866497,3.735433065,1.076009669,1.708854989,0.277534181,1.05644617,3.308348089,2.647499382,0.097081199,5.937283435,1.87785896,1.904631279,0.998999653,1.197243647,1.862119149,2.542229162,2.121432447,1.069182496,0.753346942,0.706067065,3.485998617,3.20412592,2.378250311,3.468868862,1.510233786,3.016481846,2.46704419,3.072983377,0.639639673,2.028402821,1.253514766,0.129962765,3.869494392,3.210279852,2.161146372,0.797008823,0.262595854,0.127127689,1.049746242,2.736098691,1.264491236,2.399318738,2.485496798,2.708107632,0.208249098,CD4 T
a50,0.864320683,2.367531236,4.441814461,3.635063483,2.079613525,3.897284689,2.067891393,0.358923343,2.67580119,3.720233686,5.375688383,1.024410454,0.57513974,3.022616078,2.266133079,2.119682044,3.934166877,3.014413098,2.422302601,1.139377803,2.846607838,0.551274055,2.063534714,1.623251908,0.339236885,2.270919748,1.026367421,2.23104596,0.710906918,3.035349756,4.905411229,0.551480025,0.710022496,0.459366019,1.405300024,2.206026579,2.726424481,2.033631818,2.668217071,1.578502806,1.015945032,0.727102081,1.447365693,0.744154116,2.158033871,0.755509444,1.112999239,3.473928746,3.701591678,3.623397208,NK
a51,1.599041894,1.051747166,2.40045225,0.77035156,2.820667066,0.971614785,1.39977825,2.864498112,0.247844169,1.008025102,2.191749446,2.540544054,2.254853566,1.385801007,3.066495066,0.704643173,0.676345355,2.176216377,0.631661443,5.016709248,1.033185652,3.027205658,0.530148494,4.332069547,1.685000104,1.009185457,1.309492961,0.874357028,1.396711713,0.562188278,1.037175894,2.987308058,1.951980968,0.691362956,1.435245015,3.73020055,1.140894238,0.625158864,2.475232901,0.141299391,1.33342216,3.951258548,1.403120191,3.1935367,0.616936816,1.360154448,1.259594087,2.381441379,1.755788789,4.307289915,B
a52,1.088844496,1.739831964,1.298019814,1.645314643,1.533753781,0.763537274,2.874796932,0.945189313,0.888191883,0.361981631,1.062876825,0.934578341,0.183314252,1.391989481,4.179903939,0.437720734,1.622458735,1.365867403,2.613561427,2.749732687,6.283658536,2.004972487,0.83066409,1.03794604,1.129243218,0.967944299,4.873596703,2.658587534,2.366741607,0.641914733,2.730542389,3.540708704,1.385536796,1.027770871,4.378401732,0.916901101,0.83565953,0.716411552,1.562146386,2.000606719,3.221157569,2.443625975,2.415839794,3.908482372,0.685397331,0.410524253,2.528677522,1.506024687,3.229102313,1.617148473,B
a53,0.998193627,2.554618929,1.773814123,1.618223976,7.042338798,3.710671868,2.784826396,1.815205199,1.70072627,1.304681373,1.953603393,1.112239241,0.554713925,1.603097447,2.071201458,3.234262244,0.839948569,1.710957575,2.430276571,2.392185659,4.714295354,1.325039696,0.778260374,1.796159079,1.380275247,1.194632739,1.067233209,2.077212193,0.946752921,2.783148116,2.693350478,2.213500166,0.684282411,2.01003593,3.38015914,2.921290149,2.646763945,1.691813157,1.635577548,3.750866158,2.053548593,2.072121284,8.354084975,1.302438802,0.162529562,1.456385248,1.5230036,2.031644255,2.376417395,0.204203893,B
a54,2.410656154,1.593662221,1.349953641,0.338728776,4.271795371,1.181703643,2.671200554,0.829310866,2.095768161,1.36684381,2.61529155,1.331239099,0.795944253,1.64853116,1.587089372,1.997908214,3.165796715,0.644984232,3.058647482,0.556344304,2.546604936,2.601600082,1.132053601,0.866480772,0.827343733,1.766310765,2.717681945,1.4904057,0.139651538,1.072314621,1.041465728,2.36527473,2.450510597,1.866348561,3.06246931,3.216166157,1.124787723,0.811473262,1.570623341,1.863646992,1.07938782,9.630237033,4.111390943,0.998509775,0.670082229,0.932692534,3.25436157,3.306991963,4.143999163,0.790660495,CD8 T
a55,2.35876692,0.855669342,4.727687212,0.814702243,0.536125895,0.635707456,1.653989353,2.691513771,2.573992836,0.661034561,1.229730473,1.10431622,0.576998522,1.083140645,4.029820603,0.504853241,1.954745654,4.090210568,3.954637003,4.869323688,2.092607561,2.313539308,1.099708711,0.494075662,1.488476893,3.520934394,0.136452119,1.140786102,2.471208822,1.670733668,3.812254229,3.284417896,0.433848575,1.775906438,0.892268775,0.882432064,0.469221654,1.996401642,3.864356579,2.125248454,0.439542833,1.601031799,2.404173181,1.512447582,2.098328787,0.955398966,1.380508978,1.314694876,4.333626433,0.674332489,CD8 T
a56,0.163737378,4.154801726,1.820711921,0.549150596,3.094211506,2.507394016,4.795991663,1.9278777,7.054957852,1.522807379,2.510665746,2.764124792,1.177269607,1.147165469,2.80304844,0.503507546,0.887119342,1.490548239,4.698775264,2.804360882,1.767537767,1.089438192,5.937609435,1.593020281,0.886370448,6.673474493,0.526949514,3.943922303,1.685467962,2.799711431,2.462898892,2.771952925,7.062569239,6.378469675,0.92802306,2.397595482,0.297513796,2.980535504,3.467081675,0.16689411,1.638381318,2.796179245,2.162367424,0.537766225,0.597583023,1.494167103,1.17713613,1.270250359,0.465651596,1.707528009,CD8 T
a57,4.722664171,0.56096218,1.398855409,2.583898712,0.357135244,1.72053878,3.396206446,0.684880925,1.84837507,3.231160823,6.829586335,1.778177995,0.904742844,0.911470012,0.438132293,4.976611639,3.098257885,0.597439068,0.859738273,1.756101249,3.378826992,2.401857711,2.238604512,1.940789327,0.629299984,1.773550532,1.615691938,0.431658122,4.894778471,1.015629255,0.444178016,1.164622614,1.355712306,1.578376851,1.337671219,1.648311518,1.867352697,1.796177917,2.226678818,2.323500255,2.365513738,2.79595605,0.923107687,0.95241627,3.38940941,1.194038437,1.511308325,1.408394255,6.669370151,0.790787812,CD4 T
a58,0.777463386,1.652676581,1.440059526,0.591965609,1.550747346,1.687440938,1.097425086,1.479688319,0.860355555,0.593336836,1.186645838,0.683750938,0.487773757,0.236452171,1.965191842,1.154319368,3.403000408,1.23429929,1.958211106,0.973578013,1.613924379,0.238722862,1.172264673,0.795344,3.170082715,1.867155131,2.872855225,3.657184856,1.095085038,1.808886209,0.626052131,2.176569901,2.406147381,2.071227373,1.094068207,5.195711784,1.684091387,0.629543229,2.567826849,3.234447883,0.641284073,1.356472201,0.435041913,3.751143869,1.538429254,0.798502959,3.262902116,1.649549393,2.964045684,2.275984825,B
a59,0.704915257,1.063576499,0.818227075,0.589604419,0.325033857,5.878818501,2.043678993,2.265791387,3.511504835,1.054671936,0.468527807,2.787207844,0.548068101,2.741592433,0.397831058,0.510199455,0.968470604,2.670498878,4.75170112,2.263196559,1.001126772,3.13994804,0.385215032,0.740088105,1.771520763,2.85077827,1.411530456,1.294723696,1.35607287,3.490342056,0.866309301,0.695531198,1.339142649,3.820628777,0.954506924,1.352690038,0.378504564,1.397857682,1.971858558,0.548888467,3.494751867,1.953176019,1.083620363,1.963957312,2.359129554,0.275711803,2.019738237,3.730638066,0.85569512,1.1029136,CD4 T
a60,1.257429711,2.872951755,0.642784537,2.282227415,1.276459333,4.898739579,1.336475168,0.134034921,2.591246304,2.199885536,1.892493646,3.662462188,0.322863607,0.750099956,1.607654218,1.818353394,1.432933127,0.384589198,1.111835041,4.674646147,0.614226165,1.580571628,2.288309681,2.815566944,2.582532001,1.04591786,0.747206052,4.924387192,3.007699943,1.696792255,4.089979593,0.471390785,0.139711762,1.803014369,1.866996136,0.428092006,2.933417266,0.222768078,2.102008879,2.456088227,1.787055707,0.368269227,3.636356319,1.075141259,1.077992579,0.908315805,2.645020638,1.033492004,0.560846798,3.170683039,CD8 T
a61,1.551831501,3.246463833,1.64085371,0.856142615,0.265312492,1.808732879,1.259613179,2.721874978,0.99395035,2.14805512,1.590353827,0.792053998,1.061249852,0.460863375,5.150097065,2.114805627,0.430241385,4.977923523,0.606368215,0.979685191,1.333456248,1.619874083,2.671551983,0.198539508,1.639389946,1.279505,1.83296433,1.229624873,1.100722993,1.456864243,4.79845283,1.118325804,3.526115192,1.77582608,1.71460552,1.84594426,2.283067522,1.190357464,3.364071081,2.287083175,0.50266489,0.135691986,4.701736522,1.889451153,0.443419863,1.117036454,3.006711584,1.390330406,1.490275129,2.632762456,CD4 T
a62,2.023554763,2.406632177,2.613430262,0.877228391,0.950193534,0.787553532,0.995185251,1.445799665,1.528645725,4.007146536,1.953453359,1.468025825,0.641551358,1.250488886,4.93679587,4.885673403,1.238211766,0.306234062,1.108811094,4.036291297,1.45358943,2.634638855,1.585933408,0.407628094,1.629232266,2.880963927,0.983443924,2.828965739,1.707653568,2.725709382,2.044710083,0.681587577,1.260773509,1.228396514,0.94434577,1.928991134,5.520435669,3.367027835,3.673930637,0.895854635,3.714831119,4.55092745,0.87057988,2.21108561,2.253098653,1.334393118,1.817386123,2.332224708,1.405521874,3.259386417,CD4 T
a63,0.505416683,1.224139902,2.671342405,5.145558768,3.399210232,1.789849583,1.458596858,1.280220329,1.286323391,0.263259039,5.008282002,1.543905727,0.823693168,2.186488364,0.881824759,3.051013804,0.846738909,2.756212912,1.265393214,1.98390773,2.902010151,1.043633563,2.853884554,0.277250654,4.321531775,3.195852578,1.503291649,3.58872809,3.340725975,1.610049749,1.596943615,0.736936026,1.676189929,0.393841779,2.732613719,2.773502858,0.282233463,4.049877044,0.968440944,8.6181457,1.909479006,4.076212214,0.715587686,1.263178174,1.039245993,0.386247221,0.50705876,1.458745442,2.132531864,0.647363201,CD4 T
a64,1.201869963,0.877880243,1.534793499,2.589548532,1.74316379,1.002319566,3.266275788,2.082938302,1.781547318,0.654962271,3.035417028,2.235168167,2.318525857,1.351062768,1.166944006,5.025096105,1.152661959,0.538844745,1.848284965,1.59979769,3.366584112,1.432693449,2.532059637,4.234960428,2.142757485,0.685602958,2.186383725,1.218583588,1.941686122,1.608923606,0.527795187,1.426470956,0.650726971,1.082739612,3.028614404,1.704950848,2.426581887,1.808938083,1.287995515,1.945683853,0.326609072,2.7391956,0.803525687,2.321055982,1.248051185,0.528131739,0.929967345,2.329528944,6.107982247,1.532346274,NK
a65,5.641730191,0.32566852,1.325324808,1.533295391,2.415785051,0.961042935,2.077602625,1.377638841,3.695127412,1.849512405,8.158295586,1.386266593,3.535131572,4.307283584,0.085249219,2.715131369,1.347161468,0.601964356,3.738596325,1.008738882,0.304859336,1.882701868,4.11614558,0.609616351,2.966282821,0.218771863,4.31329103,2.17341116,0.550018501,2.781501166,1.057261404,0.737657041,1.038118713,2.588754516,0.69564111,0.128735132,1.08331851,3.842399943,3.807862817,1.036883723,1.006037904,0.954110239,0.918441631,0.97345964,1.950335328,3.905054223,0.694578927,0.818447442,2.116813076,2.693970629,CD4 T
a66,0.393728205,4.891871905,1.253590813,0.43437105,0.373602359,0.349890509,3.489078046,1.71560429,3.510865293,1.478074964,3.444124112,1.449463534,2.408535335,1.557222979,1.381405248,0.758801443,2.647295917,0.612353762,2.644192252,1.774770304,2.694141204,1.891209248,3.703485752,2.243383557,1.803094383,0.108692471,3.805633604,0.345598107,0.476878202,2.874064708,1.66810001,0.362216545,1.004834924,3.670447743,1.849305883,1.699654193,0.902177588,2.945553136,1.512698842,2.571905838,0.822360871,6.129722102,4.130189004,1.834545634,2.142144094,1.01304397,2.718161423,0.145791116,4.841875059,2.607421575,CD8 T
a67,0.681424996,4.76331097,5.78591893,2.227116384,0.834863928,1.720060535,2.461782291,2.094330443,0.681520352,2.430146816,3.641528988,0.537266558,0.60244954,0.977624318,1.405204837,2.9978694,3.61425075,0.802733402,1.93787222,3.515904488,6.357857274,1.930349137,2.009893693,2.237021237,1.289175967,1.821744515,0.199092981,1.017799492,2.403199783,0.760916889,3.046609317,0.296409019,2.965674055,2.960130268,6.432060527,1.247925607,1.669220065,4.532162247,4.151743748,3.360800976,2.147123565,4.450665264,7.933305389,2.564188286,1.731163588,2.784135835,1.910113414,1.338558845,3.055581147,1.103509253,CD4 T
a68,2.527122944,0.379218747,4.985257265,0.856458552,0.468136734,4.056347726,4.571931553,2.115186027,1.546868782,1.27262858,2.031624355,1.615136205,1.465317689,0.77598427,0.58348549,1.782164552,1.985989924,0.900899449,1.01711104,1.982462958,0.757397044,3.449803028,2.455825701,0.893486515,2.367273779,0.774592315,2.96969114,0.802820487,1.523208411,1.864788536,4.52577983,0.850446324,0.819454834,0.405548084,5.430097306,1.712008073,3.506835258,1.03267557,1.116402599,1.608073177,1.645368315,2.713632567,1.75019505,1.231301004,5.49729913,0.766310482,0.854628667,0.776345144,2.788035917,2.315293256,CD4 T
a69,1.470259136,0.740233217,1.858771273,3.063975846,4.650290281,0.99507,1.466205149,2.299141064,1.221084548,0.477094005,1.472056342,0.541674595,3.246965136,1.302620532,1.589027882,0.874825604,1.637085285,3.922182273,3.492218107,0.627485835,0.044823134,1.48107009,1.309890579,1.245635826,1.050532412,0.613613644,6.721850229,5.426860042,1.202321098,1.839071967,3.286791043,1.834525185,1.12403699,0.486067688,1.682497057,0.549952127,3.743883009,1.625343677,2.433407065,1.278278806,2.982942161,0.976972501,2.071582587,1.239978651,1.39643081,3.257475091,0.868832206,2.176644373,4.046764458,3.176547569,CD4 T
a70,1.001356073,2.395445062,0.29670207,3.333203497,7.91822708,2.08754857,4.18166711,0.463368409,0.677876732,1.274447089,1.471090735,2.09719196,1.005517666,1.853537995,3.253055038,2.389184674,1.241278373,2.819500042,1.198356318,1.778189463,3.139548853,1.440783,0.542262023,1.740998312,3.158600462,3.358507536,0.652157564,2.741405316,1.374006993,4.367958612,0.553503857,2.705428242,1.257873689,1.019028966,3.236224309,3.587536721,0.204850839,3.275851184,1.579855066,1.704092455,0.523914051,2.580984681,6.829670994,1.072815207,3.819914624,1.65675991,1.109199728,0.427221992,4.187091542,1.814290026,CD8 T
a71,1.157411555,1.321186898,2.727210089,1.155849753,0.734333903,1.524188176,1.487997307,1.462503376,1.168551353,3.908811823,8.448002746,0.65368327,0.166162044,1.381007003,0.193998978,0.383747372,1.08863596,2.713432266,1.368447373,0.111343446,1.3542298,1.435714741,1.454715728,3.52505473,3.132324563,1.7616946,5.984811752,1.086128388,1.50860905,1.635366265,0.422290061,1.661760373,0.341302247,0.947435974,1.822089285,0.496934018,2.130198831,0.82118055,1.237749996,2.406119174,1.562716855,2.09442272,2.300858647,1.542943549,2.18300523,0.933750899,2.385031487,1.388072145,3.977290966,1.850779248,CD8 T
a72,1.052122132,2.415065646,4.094173057,1.133972025,0.979670749,0.05668752,1.847359673,1.279980819,2.40787816,2.445194871,0.442713601,3.122866479,0.860418386,1.139280307,2.139112528,0.612774745,0.988345092,0.559053805,3.311461308,1.221846433,0.506283362,0.543141496,2.944644299,0.792755749,1.117662637,1.715647747,1.292518605,0.244742416,2.595053211,1.371060463,2.07683514,2.731347268,0.180267359,2.749192075,7.420263072,2.241799881,4.019874209,3.234572189,2.678446187,3.314097915,3.705464931,3.806169158,0.541674864,3.455095048,1.35523422,3.899404186,2.384977789,0.533744008,4.265324486,0.864126872,CD8 T
a73,1.301997076,4.945208484,1.860020965,1.256391218,1.571796161,1.234637559,2.940747294,1.265874424,1.613868126,2.531346359,2.333918287,0.928932451,2.96579913,1.084728428,0.663931173,0.274127605,1.447866337,0.346126476,0.818058814,1.645810319,3.650635285,1.330134037,0.432378942,1.530921565,3.554097143,1.305426161,4.078444032,1.638608667,2.756572222,1.96480237,3.945728387,6.246449955,1.130788824,1.880135798,3.648834632,2.016169648,0.258133029,1.321926846,2.003446971,4.688107087,1.803939075,0.769165057,2.038890087,4.37532898,0.985479954,1.096713519,0.998676994,0.494696286,1.743269131,1.590833403,NK
a74,0.293685058,0.824636982,1.921062204,2.710808541,3.243637512,2.866788918,1.664454683,0.413822868,1.392440336,0.09577335,1.927955394,0.956427533,0.173942975,2.196900922,4.34016939,0.351264015,2.329349458,1.208649064,0.863435439,0.865147284,1.208410152,1.204763197,1.613698088,0.789790176,0.943202472,2.487214776,0.726362918,2.021327602,1.260330634,1.05735578,5.284317335,0.506384971,4.540425518,2.990244477,0.978240991,3.049901053,0.04541309,0.899251595,0.735700535,2.215915504,2.748326701,2.189897497,1.832322864,3.190706798,2.884352388,0.957839859,1.052880157,2.770938465,1.601539926,1.687570468,CD4 T
